Survived,Pclass,Gender,Age,Fare,Cabin,BoardPort,Age_Group,WithFamily,Family_Size,Family_Group,Average_Fare,Fare_Group,name_length,nLength_group,title,Minor
0,3,male,20.0,9.5,G,S,Young_Adult,0,1,loner,9.5,low,15,short,Mr,0
0,3,male,25.0,7.775,G,S,Young_Adult,1,2,small,3.8875,Very_low,25,medium,Mr,0
1,2,female,28.0,13.0,G,S,Young_Adult,0,1,loner,13.0,mid,25,medium,Miss,0
1,3,male,39.0,8.1125,G,S,adult,0,1,loner,8.1125,low,33,medium,Mr,0
1,1,male,4.0,81.8583,A,S,toddler,1,3,small,27.2861,high,25,medium,Master,1
1,2,female,13.0,19.5,F,S,child,1,2,small,9.75,low,33,medium,Miss,1
1,1,male,34.0,26.55,T,S,Young_Adult,0,1,loner,26.55,high,27,medium,Mr,0
1,3,female,5.0,19.2583,F,C,child,1,4,small,4.814575,low,30,medium,Miss,1
1,1,male,52.0,30.5,C,S,middle_aged,0,1,loner,30.5,high,30,medium,rare,0
0,2,male,36.0,27.75,T,S,adult,1,4,small,6.9375,low,21,medium,Mr,0
0,3,male,31.0,19.9667,F,S,Young_Adult,1,2,small,9.98335,low,31,medium,Mr,0
0,1,male,30.0,27.75,C,C,Young_Adult,0,1,loner,27.75,high,31,medium,Mr,0
1,1,male,49.0,89.1042,C,C,middle_aged,1,2,small,44.5521,high,24,medium,Mr,0
0,3,male,57.0,8.05,G,S,senior_citizen,0,1,loner,8.05,low,19,short,Mr,0
1,3,male,29.0,7.8958,G,C,Young_Adult,0,1,loner,7.8958,low,18,short,Mr,0
0,1,male,65.0,26.55,E,S,senior_citizen,0,1,loner,26.55,high,25,medium,Mr,0
1,1,female,22.0,51.8625,D,S,Young_Adult,1,2,small,25.93125,high,33,medium,Mrs,0
1,2,female,50.0,10.5,G,S,middle_aged,0,1,loner,10.5,mid,19,short,Miss,0
0,3,male,23.5,7.75,G,Q,Young_Adult,0,1,loner,7.75,low,21,medium,Mr,0
1,1,male,48.0,26.55,E,S,middle_aged,0,1,loner,26.55,high,19,short,Mr,0
0,3,male,34.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,19,short,Mr,0
0,1,male,47.0,38.5,E,S,middle_aged,0,1,loner,38.5,high,17,short,Mr,0
0,2,male,48.0,13.0,G,S,middle_aged,0,1,loner,13.0,mid,28,medium,Mr,0
0,3,male,23.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,18,short,Mr,0
0,3,male,38.0,7.05,G,S,adult,0,1,loner,7.05,low,31,medium,Mr,0
0,2,male,8.0,0.0,G,S,child,0,1,loner,0.0,Very_low,21,medium,Mr,1
0,1,male,56.0,26.55,T,S,senior_citizen,0,1,loner,26.55,high,26,medium,Mr,0
0,3,male,62.0,7.725,G,Q,senior_citizen,0,1,loner,7.725,low,18,short,Mr,0
1,3,female,0.75,19.2583,F,C,infant,1,4,small,4.814575,low,29,medium,Miss,1
0,3,male,4.0,7.25,G,S,toddler,0,1,loner,7.25,low,17,short,Mr,1
0,3,male,38.0,8.6625,G,S,adult,0,1,loner,8.6625,low,15,short,Mr,0
1,2,female,33.0,27.75,T,S,Young_Adult,1,4,small,6.9375,low,39,good,Mrs,0
1,2,female,23.0,13.7917,D,C,Young_Adult,0,1,loner,13.7917,mid,44,good,Mrs,0
0,3,female,22.0,9.8375,G,S,Young_Adult,0,1,loner,9.8375,low,27,medium,Miss,0
0,1,male,33.0,52.0,A,S,Young_Adult,0,1,loner,52.0,very_high,27,medium,Mr,0
0,2,male,34.0,21.0,F,S,Young_Adult,1,2,small,10.5,mid,23,medium,Mr,0
0,3,male,29.0,7.0458,G,S,Young_Adult,1,2,small,3.5229,Very_low,25,medium,Mr,0
0,3,male,22.0,7.5208,G,S,Young_Adult,0,1,loner,7.5208,low,25,medium,Mr,0
1,3,female,2.0,12.2875,G,S,toddler,1,2,small,6.14375,low,24,medium,Miss,1
0,3,male,9.0,46.9,E,S,child,1,8,large,5.8625,low,30,medium,Master,1
0,2,male,18.0,0.0,G,S,teenager,0,1,loner,0.0,Very_low,32,medium,Mr,0
0,3,male,50.0,8.05,G,S,middle_aged,0,1,loner,8.05,low,24,medium,Mr,0
1,3,female,63.0,9.5875,G,S,senior_citizen,0,1,loner,9.5875,low,22,medium,Mrs,0
1,1,male,25.0,91.0792,B,C,Young_Adult,1,2,small,45.5396,very_high,23,medium,Mr,0
0,3,female,26.0,25.4667,F,S,Young_Adult,1,5,large,5.0933399999999995,low,22,medium,Miss,0
1,1,female,35.0,90.0,C,S,Young_Adult,1,2,small,45.0,high,47,long,Mrs,0
0,1,male,58.0,29.7,B,C,senior_citizen,0,1,loner,29.7,high,23,medium,Mr,0
0,3,male,30.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,29,medium,Mr,0
1,3,male,9.0,15.9,F,S,child,1,3,small,5.3,low,37,good,Master,1
0,3,male,32.0,19.9667,F,S,Young_Adult,1,2,small,9.98335,low,36,good,Mr,0
0,3,male,21.0,7.25,G,S,Young_Adult,0,1,loner,7.25,low,19,short,Mr,0
0,1,male,55.0,30.5,C,S,middle_aged,0,1,loner,30.5,high,26,medium,Mr,0
0,1,male,71.0,49.5042,E,C,old,0,1,loner,49.5042,very_high,23,medium,Mr,0
0,3,male,21.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,26,medium,Mr,0
0,3,male,24.0,14.4583,G,C,Young_Adult,0,1,loner,14.4583,mid,21,medium,Mr,0
1,1,female,54.0,78.2667,D,C,middle_aged,1,2,small,39.13335,high,30,medium,Miss,0
0,3,male,28.0,15.1,G,S,Young_Adult,0,1,loner,15.1,mid,31,medium,Mr,0
0,1,female,25.0,151.55,C,S,Young_Adult,1,4,small,37.8875,high,47,long,Mrs,0
0,3,male,24.0,7.7958,G,S,Young_Adult,0,1,loner,7.7958,low,18,short,Mr,0
0,3,male,17.0,8.6625,G,S,teenager,0,1,loner,8.6625,low,16,short,Mr,0
0,3,female,21.0,7.75,G,Q,Young_Adult,0,1,loner,7.75,low,19,short,Miss,0
0,3,female,45.0,7.6292,G,Q,adult,0,1,loner,7.6292,low,30,medium,Miss,0
0,3,female,37.0,9.5875,G,S,adult,0,1,loner,9.5875,low,30,medium,Miss,0
1,1,female,16.0,86.5,B,S,teenager,0,1,loner,86.5,very_high,21,medium,Miss,1
0,1,male,18.0,108.9,C,C,teenager,1,2,small,54.45,very_high,42,good,Mr,0
1,2,female,33.0,26.0,F,S,Young_Adult,1,3,small,8.666666666666666,low,45,good,Mrs,0
1,1,male,36.0,26.55,T,S,adult,0,1,loner,26.55,high,45,good,Mr,0
0,3,male,28.0,22.525,F,S,Young_Adult,0,1,loner,22.525,high,24,medium,Mr,0
1,3,male,26.0,56.4958,D,S,Young_Adult,0,1,loner,56.4958,very_high,14,short,Mr,0
1,3,male,29.0,7.75,G,Q,Young_Adult,0,1,loner,7.75,low,24,medium,Mr,0
0,3,male,19.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,17,short,Mr,0
1,1,male,36.0,26.2875,E,S,adult,0,1,loner,26.2875,high,25,medium,Mr,0
1,1,female,54.0,59.4,D,C,middle_aged,1,2,small,29.7,high,46,long,Mrs,0
0,3,male,24.0,7.4958,G,S,Young_Adult,0,1,loner,7.4958,low,17,short,Mr,0
0,1,male,47.0,34.0208,D,S,middle_aged,0,1,loner,34.0208,high,28,medium,Mr,0
1,2,female,34.0,10.5,F,S,Young_Adult,0,1,loner,10.5,mid,28,medium,Mrs,0
0,3,male,29.0,24.15,F,Q,Young_Adult,0,1,loner,24.15,high,17,short,Mr,0
1,2,female,36.0,26.0,F,S,adult,1,2,small,13.0,mid,52,long,Mrs,0
0,3,male,32.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,19,short,Mr,0
1,1,female,30.0,93.5,B,S,Young_Adult,0,1,loner,93.5,very_high,21,medium,Miss,0
0,3,male,22.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,15,short,Mr,0
0,3,male,24.0,7.225,G,C,Young_Adult,0,1,loner,7.225,low,18,short,Mr,0
1,1,female,44.0,57.9792,B,C,adult,1,2,small,28.9896,high,47,long,Mrs,0
0,3,male,50.0,7.2292,G,C,middle_aged,0,1,loner,7.2292,low,17,short,Mr,0
0,3,male,40.5,7.75,G,Q,adult,0,1,loner,7.75,low,18,short,Mr,0
1,2,female,50.0,10.5,G,S,middle_aged,0,1,loner,10.5,mid,20,short,Miss,0
0,1,male,43.0,221.7792,C,S,adult,0,1,loner,221.7792,very_high,18,short,Mr,0
0,3,male,39.0,7.925,G,S,adult,0,1,loner,7.925,low,25,medium,Mr,0
0,2,male,23.0,11.5,G,S,Young_Adult,1,4,small,2.875,Very_low,27,medium,Mr,0
1,2,female,2.0,26.0,F,S,toddler,1,3,small,8.666666666666666,low,24,medium,Miss,1
0,3,male,16.0,7.2292,G,C,teenager,0,1,loner,7.2292,low,17,short,Mr,1
0,3,male,17.0,7.2292,G,C,teenager,1,3,small,2.409733333333333,Very_low,20,short,Mr,0
1,3,female,21.0,22.3583,F,C,Young_Adult,1,3,small,7.452766666666666,low,38,good,Mrs,0
0,3,female,30.0,8.6625,G,S,Young_Adult,0,1,loner,8.6625,low,19,short,Miss,0
1,2,female,7.0,26.25,F,S,child,1,3,small,8.75,low,22,medium,Miss,1
0,1,male,45.0,26.55,B,S,adult,0,1,loner,26.55,high,33,medium,rare,0
1,1,female,30.0,106.425,C,C,Young_Adult,0,1,loner,106.425,very_high,19,short,Miss,0
0,3,male,27.0,14.5,G,S,Young_Adult,0,1,loner,14.5,mid,24,medium,Mr,0
1,1,female,22.0,49.5,B,C,Young_Adult,1,3,small,16.5,mid,34,medium,Miss,0
1,1,female,36.0,71.0,B,S,adult,1,3,small,23.666666666666668,high,23,medium,Miss,0
0,3,female,9.0,31.275,T,S,child,1,7,large,4.4678571428571425,low,36,good,Miss,1
0,3,female,11.0,31.275,T,S,child,1,7,large,4.4678571428571425,low,33,medium,Miss,1
1,2,male,32.0,26.0,F,S,Young_Adult,1,2,small,13.0,mid,17,short,Mr,0
0,1,male,50.0,106.425,C,C,middle_aged,1,2,small,53.2125,very_high,26,medium,Mr,0
0,1,male,64.0,26.0,F,S,senior_citizen,0,1,loner,26.0,high,28,medium,Mr,0
1,2,female,19.0,26.0,F,S,Young_Adult,1,2,small,13.0,mid,33,medium,Mrs,0
1,2,male,4.0,13.8625,G,C,toddler,0,1,loner,13.8625,mid,26,medium,Mr,1
0,3,male,33.0,20.525,F,S,Young_Adult,1,3,small,6.841666666666666,low,25,medium,Mr,0
1,2,male,8.0,36.75,T,S,child,1,3,small,12.25,mid,30,medium,Master,1
1,1,male,17.0,110.8833,C,C,teenager,1,3,small,36.9611,high,27,medium,Mr,0
0,2,male,27.0,26.0,F,S,Young_Adult,0,1,loner,26.0,high,27,medium,Mr,0
0,3,male,36.0,7.8292,G,Q,adult,0,1,loner,7.8292,low,20,short,Mr,0
1,3,male,22.0,7.225,G,C,Young_Adult,0,1,loner,7.225,low,33,medium,Mr,0
1,3,female,22.0,7.775,G,S,Young_Adult,0,1,loner,7.775,low,18,short,Miss,0
0,1,male,62.0,26.55,T,S,senior_citizen,0,1,loner,26.55,high,18,short,Mr,0
1,1,female,48.0,39.6,A,C,middle_aged,1,2,small,19.8,mid,65,long,rare,0
0,1,male,64.0,227.525,B,C,senior_citizen,0,1,loner,227.525,very_high,19,short,Mr,0
1,1,female,39.0,79.65,E,S,adult,1,3,small,26.55,high,38,good,Mrs,0
1,3,female,36.0,17.4,F,S,adult,1,2,small,8.7,low,44,good,Mrs,0
0,3,male,32.0,7.75,G,Q,Young_Adult,0,1,loner,7.75,low,24,medium,Mr,0
0,3,male,40.0,7.8958,G,S,adult,0,1,loner,7.8958,low,17,short,Mr,0
0,2,male,28.0,13.5,G,S,Young_Adult,0,1,loner,13.5,mid,26,medium,Mr,0
0,3,male,34.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,17,short,Mr,0
0,3,female,41.0,8.05,G,S,adult,0,1,loner,8.05,low,30,medium,Miss,0
0,3,male,24.0,24.15,F,S,Young_Adult,1,3,small,8.049999999999999,low,20,short,Mr,0
0,3,male,19.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,20,short,Mr,0
0,3,female,29.0,21.075,F,S,Young_Adult,1,5,large,4.215,low,43,good,Mrs,0
0,3,male,34.0,7.2292,G,C,Young_Adult,0,1,loner,7.2292,low,19,short,Mr,0
1,3,male,32.0,7.8542,G,S,Young_Adult,0,1,loner,7.8542,low,17,short,Mr,0
1,2,male,62.0,10.5,G,S,senior_citizen,0,1,loner,10.5,mid,18,short,Mr,0
1,1,female,53.0,51.4792,C,S,middle_aged,1,3,small,17.15973333333333,mid,45,good,Mrs,0
1,1,male,36.0,26.3875,E,S,adult,0,1,loner,26.3875,high,32,medium,Mr,0
1,3,female,17.0,7.75,G,Q,teenager,0,1,loner,7.75,low,17,short,Miss,0
0,3,male,16.0,8.05,G,S,teenager,0,1,loner,8.05,low,28,medium,Mr,1
0,3,male,19.0,14.5,G,S,Young_Adult,0,1,loner,14.5,mid,20,short,Mr,0
1,2,female,34.0,13.0,G,S,Young_Adult,0,1,loner,13.0,mid,20,short,Miss,0
1,1,female,39.0,55.9,E,S,adult,1,2,small,27.95,high,41,good,Mrs,0
0,3,female,19.0,14.4583,G,C,Young_Adult,1,2,small,7.22915,low,32,medium,Mrs,0
1,3,male,32.0,7.925,G,S,Young_Adult,0,1,loner,7.925,low,19,short,Mr,0
1,2,female,25.0,30.0,T,S,Young_Adult,1,3,small,10.0,low,27,medium,Miss,0
1,1,female,39.0,110.8833,C,C,adult,1,3,small,36.9611,high,52,long,Mrs,0
0,2,male,54.0,26.0,F,S,middle_aged,0,1,loner,26.0,high,26,medium,Mr,0
0,1,male,36.0,40.125,A,C,adult,0,1,loner,40.125,high,19,short,Mr,0
0,3,male,28.0,8.7125,G,C,Young_Adult,0,1,loner,8.7125,low,19,short,Mr,0
1,1,female,18.0,79.65,E,S,teenager,1,3,small,26.55,high,19,short,Miss,0
0,2,male,47.0,15.0,G,S,middle_aged,0,1,loner,15.0,mid,23,medium,Mr,0
1,1,male,60.0,79.2,B,C,senior_citizen,1,3,small,26.400000000000002,high,32,medium,Mr,0
0,3,male,22.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,21,medium,Mr,0
0,3,male,26.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,19,short,Mr,0
0,3,male,35.0,7.125,G,S,Young_Adult,0,1,loner,7.125,low,20,short,Mr,0
1,1,female,52.0,78.2667,D,C,middle_aged,1,2,small,39.13335,high,47,long,Mrs,0
0,3,male,47.0,7.25,G,S,middle_aged,0,1,loner,7.25,low,26,medium,Mr,0
0,3,female,28.0,7.75,G,Q,Young_Adult,1,3,small,2.5833333333333335,Very_low,18,short,Miss,0
0,2,male,37.0,26.0,F,S,adult,1,2,small,13.0,mid,23,medium,Mr,0
0,3,male,36.0,24.15,F,S,adult,1,3,small,8.049999999999999,low,27,medium,Mr,0
1,2,female,52.0,33.0,T,S,middle_aged,0,1,loner,33.0,high,26,medium,Miss,0
0,3,male,49.0,0.0,G,S,middle_aged,0,1,loner,0.0,Very_low,19,short,Mr,0
0,3,male,36.0,7.225,G,C,adult,0,1,loner,7.225,low,17,short,Mr,0
1,1,male,49.0,56.9292,A,C,middle_aged,1,2,small,28.4646,high,44,good,rare,0
1,2,female,24.0,27.0,T,S,Young_Adult,1,4,small,6.75,low,51,long,Mrs,0
0,3,male,4.0,7.8958,G,S,toddler,0,1,loner,7.8958,low,20,short,Mr,1
0,1,male,48.0,42.4,A,S,middle_aged,0,1,loner,42.4,high,25,medium,Mr,0
0,3,male,44.0,8.05,G,S,adult,0,1,loner,8.05,low,25,medium,Mr,0
1,1,male,35.0,26.55,T,C,Young_Adult,0,1,loner,26.55,high,31,medium,Mr,0
0,3,male,36.0,15.55,F,S,adult,1,2,small,7.775,low,29,medium,Mr,0
0,3,male,30.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,17,short,Mr,0
1,1,male,27.0,30.5,T,S,Young_Adult,0,1,loner,30.5,high,27,medium,Mr,0
1,2,female,22.0,41.5792,A,C,Young_Adult,1,4,small,10.3948,mid,53,long,Mrs,0
1,1,female,40.0,153.4625,C,S,adult,0,1,loner,153.4625,very_high,25,medium,Miss,0
0,3,female,39.0,31.275,T,S,adult,1,7,large,4.4678571428571425,low,57,long,Mrs,0
0,3,male,43.0,7.05,G,S,adult,0,1,loner,7.05,low,21,medium,Mr,0
1,3,female,36.0,15.5,F,Q,adult,1,2,small,7.75,low,27,medium,Miss,0
0,3,male,60.0,7.75,G,Q,senior_citizen,0,1,loner,7.75,low,16,short,Mr,0
0,3,male,35.0,8.05,G,S,Young_Adult,0,1,loner,8.05,low,31,medium,Mr,0
1,2,female,24.0,65.0,D,S,Young_Adult,1,4,small,16.25,mid,19,short,Miss,0
0,3,male,34.0,14.4,G,S,Young_Adult,1,3,small,4.8,low,25,medium,Mr,0
0,3,female,26.0,16.1,F,S,Young_Adult,1,2,small,8.05,low,47,long,Mrs,0
1,2,female,4.0,39.0,F,S,toddler,1,4,small,9.75,low,27,medium,Miss,1
0,2,male,26.0,10.5,G,S,Young_Adult,0,1,loner,10.5,mid,19,short,Mr,0
0,3,male,27.0,14.4542,G,C,Young_Adult,1,2,small,7.2271,low,19,short,Mr,0
1,1,male,42.0,52.5542,D,S,adult,1,2,small,26.2771,high,28,medium,Mr,0
1,3,male,20.0,15.7417,F,C,Young_Adult,1,3,small,5.247233333333333,low,16,short,Mr,0
0,3,male,21.0,7.8542,G,S,Young_Adult,0,1,loner,7.8542,low,27,medium,Mr,0
0,3,male,21.0,16.1,F,S,Young_Adult,0,1,loner,16.1,mid,27,medium,Mr,0
0,1,male,61.0,32.3208,D,S,senior_citizen,0,1,loner,32.3208,high,21,medium,Mr,0
0,2,male,57.0,12.35,G,Q,senior_citizen,0,1,loner,12.35,mid,30,medium,rare,0
1,1,female,21.0,77.9583,D,S,Young_Adult,0,1,loner,77.9583,very_high,29,medium,Miss,0
0,3,male,26.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,25,medium,Mr,0
0,3,male,45.0,7.7333,G,Q,adult,0,1,loner,7.7333,low,24,medium,Mr,0
1,1,male,80.0,30.0,A,S,old,0,1,loner,30.0,high,36,good,Mr,0
0,3,male,51.0,7.0542,G,S,middle_aged,0,1,loner,7.0542,low,27,medium,Mr,0
1,1,male,32.0,30.5,B,C,Young_Adult,0,1,loner,30.5,high,25,medium,rare,0
0,1,male,27.0,0.0,G,S,Young_Adult,0,1,loner,0.0,Very_low,29,medium,Mr,0
0,3,female,9.0,27.9,T,S,child,1,6,large,4.6499999999999995,low,18,short,Miss,1
1,2,female,28.0,13.0,G,S,Young_Adult,0,1,loner,13.0,mid,17,short,Miss,0
0,3,male,32.0,7.925,G,S,Young_Adult,0,1,loner,7.925,low,26,medium,Mr,0
0,2,male,31.0,26.25,F,S,Young_Adult,1,3,small,8.75,low,19,short,Mr,0
0,3,female,41.0,39.6875,A,S,adult,1,6,large,6.614583333333333,low,38,good,Mrs,0
0,3,male,35.0,16.1,F,S,Young_Adult,1,2,small,8.05,low,26,medium,Mr,0
0,3,male,20.0,7.8542,G,S,Young_Adult,0,1,loner,7.8542,low,22,medium,Mr,0
1,1,female,24.0,69.3,B,C,Young_Adult,0,1,loner,69.3,very_high,20,short,Miss,0
0,3,female,2.0,27.9,T,S,toddler,1,6,large,4.6499999999999995,low,29,medium,Miss,1
1,3,male,27.0,56.4958,D,S,Young_Adult,0,1,loner,56.4958,very_high,15,short,Mr,0
1,3,female,0.75,19.2583,F,C,infant,1,4,small,4.814575,low,22,medium,Miss,1
1,1,male,48.0,76.7292,D,C,middle_aged,1,2,small,38.3646,high,25,medium,Mr,0
0,3,male,19.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,17,short,Mr,0
1,1,male,56.0,35.5,A,C,senior_citizen,0,1,loner,35.5,high,35,medium,rare,0
0,3,male,21.0,7.55,G,S,Young_Adult,0,1,loner,7.55,low,18,short,Mr,0
1,3,female,23.0,7.55,G,S,Young_Adult,0,1,loner,7.55,low,31,medium,Miss,0
0,3,male,31.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,17,short,Mr,0
1,2,female,18.0,23.0,F,S,teenager,1,2,small,11.5,mid,19,short,Miss,0
0,3,male,21.0,8.4333,G,S,Young_Adult,0,1,loner,8.4333,low,30,medium,Mr,0
1,3,female,5.0,7.8292,G,Q,child,0,1,loner,7.8292,low,29,medium,Miss,1
0,3,female,18.0,6.75,G,Q,teenager,0,1,loner,6.75,low,28,medium,Miss,0
0,2,male,24.0,73.5,D,S,Young_Adult,1,3,small,24.5,high,25,medium,Mr,0
0,3,male,30.0,7.8958,G,S,Young_Adult,0,1,loner,7.8958,low,21,medium,Mr,0
0,3,female,32.0,15.5,F,Q,Young_Adult,1,3,small,5.166666666666667,low,29,medium,Mrs,0
0,2,male,23.0,13.0,G,S,Young_Adult,0,1,loner,13.0,mid,28,medium,Mr,0
0,1,male,58.0,113.275,D,C,senior_citizen,1,3,small,37.75833333333333,high,26,medium,Mr,0
1,1,male,50.0,133.65,B,S,middle_aged,1,3,small,44.550000000000004,high,29,medium,rare,0
0,3,male,40.0,7.225,G,C,adult,0,1,loner,7.225,low,17,short,Mr,0
0,1,male,47.0,25.5875,E,S,middle_aged,0,1,loner,25.5875,high,26,medium,Mr,0
